timecreated,timemodified,assignmentid,assignmentname,courseid,coursename,userid,assessment_json
2017-03-28,2017-03-28,666,Navigating and Interpreting Schematics Workorder 3,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017683 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017683 Skill definition__1740130459399.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017683 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017683 Participant worksheet__1740130696742.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,667,Navigate all modes in EMS/CMS/MPD and view detected faults Workorder 1,714,Electrical and Electronics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002064 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002064 Skill definition__1740130883613.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002064 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002064 Participant worksheet__1740130829024.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,673,Torque converter/divider hydraulic system pressure test and adjust Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002277 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002277 Skill definition__1740130477768.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002277 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002277 Participant worksheet__1740130512632.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,674,Torque converter/divider hydraulic system pressure test and adjust Workorder 2,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002277 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002277 Skill definition__1740130477768.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002277 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002277 Participant worksheet__1740130512632.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,675,Torque converter/divider hydraulic system pressure test and adjust Workorder 3,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002277 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002277 Skill definition__1740130477768.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002277 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002277 Participant worksheet__1740130512632.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,676,Remove and install a torque converter control valve Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002279 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002279 Skill definition__1740130661315.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002279 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002279 Participant worksheet__1740130842060.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,679,Remove and install a torque converter /divider Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002280 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002280 Skill definition__1740130464683.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002280 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002280 Participant worksheet__1740130729892.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,682,Remove and install a power shift transmission Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002282 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002282 Skill definition__1740130708288.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002282 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002282 Participant worksheet__1740130864091.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,685,Remove and install transmission control valve (ICM / ECPC /Power shuttle CV/ Classic control valve) Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002286 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002286 Skill definition__1740130588047.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002286 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002286 Participant worksheet__1740130552104.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,688,Torque coverter stall speed test Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002287 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002287 Skill definition__1740130523949.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002287 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002287 Participant worksheet__1740130654591.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,689,Torque coverter stall speed test Workorder 2,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002287 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002287 Skill definition__1740130523949.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002287 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002287 Participant worksheet__1740130654591.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,690,Torque coverter stall speed test Workorder 3,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002287 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002287 Skill definition__1740130523949.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002287 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002287 Participant worksheet__1740130654591.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,691,Test and adjust the power train hydraulic system pressures Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002288 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002288 Skill definition__1740130501483.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002288 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002288 Participant worksheet__1740130462550.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,692,Test and adjust the power train hydraulic system pressures Workorder 2,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002288 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002288 Skill definition__1740130501483.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002288 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002288 Participant worksheet__1740130462550.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,693,Test and adjust the power train hydraulic system pressures Workorder 3,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002288 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002288 Skill definition__1740130501483.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002288 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002288 Participant worksheet__1740130462550.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,694,Calibrate the power train electronic control system Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002289 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002289 Skill definition__1740130569738.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002289 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002289 Participant worksheet__1740130698100.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,695,Calibrate the power train electronic control system Workorder 2,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002289 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002289 Skill definition__1740130569738.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002289 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002289 Participant worksheet__1740130698100.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,696,Calibrate the power train electronic control system Workorder 3,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002289 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002289 Skill definition__1740130569738.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002289 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002289 Participant worksheet__1740130698100.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,697,Remove and install a differential and bevel gear Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002291 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002291 Skill definition__1740130620787.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002291 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002291 Participant worksheet__1740130537435.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,700,Remove and install a final drive Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002293 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002293 Skill definition__1740130841378.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002293 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002293 Participant worksheet__1740130785947.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,703,Disassemble and assemble a final drive Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002294 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002294 Skill definition__1740130614736.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002294 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002294 Participant worksheet__1740130461643.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,706,Inspect the undercarriage components (CTS) Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002298 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002298 Skill definition__1740130564110.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002298 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002298 Participant worksheet__1740130687391.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,707,Inspect the undercarriage components (CTS) Workorder 2,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002298 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002298 Skill definition__1740130564110.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002298 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002298 Participant worksheet__1740130687391.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,708,Inspect the undercarriage components (CTS) Workorder 3,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002298 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002298 Skill definition__1740130564110.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002298 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002298 Participant worksheet__1740130687391.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,709,Test and adjust track tension Workorder 1,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002301 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002301 Skill definition__1740130777676.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002301 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002301 Participant worksheet__1740130474255.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,710,Test and adjust track tension Workorder 2,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002301 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002301 Skill definition__1740130777676.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002301 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002301 Participant worksheet__1740130474255.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,711,Test and adjust track tension Workorder 3,715,Power Train Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002301 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002301 Skill definition__1740130777676.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002301 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002301 Participant worksheet__1740130474255.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,712,Checking of the load check valve Workorder 1,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002172 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002172 Skill definition__1740130785891.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002172 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002172 Participant worksheet__1740130594196.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,715,Resealing and testing of implement hyd control valve/pilot control valve Workorder 1,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017660 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017660 Skill definition__1740130521683.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017660 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017660 Participant worksheet__1740130521441.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,716,Resealing and testing of implement hyd control valve/pilot control valve Workorder 2,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017660 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017660 Skill definition__1740130521683.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017660 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017660 Participant worksheet__1740130521441.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,718,Disassemble and assemble a fixed displacement pump/motor Workorder 1,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002187 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002187 Skill definition__1740130594097.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002187 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002187 Participant worksheet__1740130785676.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,719,Disassemble and assemble a fixed displacement pump/motor Workorder 2,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002187 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002187 Skill definition__1740130594097.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002187 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002187 Participant worksheet__1740130785676.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,721,Disassemble and assemble a Variable displacement pump/motor Workorder 1,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002188 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002188 Skill definition__1740130736101.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002188 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002188 Participant worksheet__1740130745362.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,724,Disassemble and assemble hydraulic cylinder and replace seal kit Workorder 1,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002192 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002192 Skill definition__1740130513233.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002192 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002192 Participant worksheet__1740130871471.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,725,Disassemble and assemble hydraulic cylinder and replace seal kit Workorder 2,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002192 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002192 Skill definition__1740130513233.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002192 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002192 Participant worksheet__1740130871471.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,726,Disassemble and assemble hydraulic cylinder and replace seal kit Workorder 3,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002192 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002192 Skill definition__1740130513233.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002192 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002192 Participant worksheet__1740130871471.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,727,Cylinder blocked test Workorder 1,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017661 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017661 Skill definition__1740130543920.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017661 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017661 Participant worksheet__1740130738496.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,728,Cylinder blocked test Workorder 2,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50017661 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017661 Skill definition__1740130543920.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50017661 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50017661 Participant worksheet__1740130738496.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,729,"Remove, inspect, install the resolver and purging Workorder 1",711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002204 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002204 Skill definition__1740130505698.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002204 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002204 Participant worksheet__1740130532791.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,732,Pressure testing and adjusting on a LSPC hydraulic system Workorder 1,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002209 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002209 Skill definition__1740130838035.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002209 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002209 Participant worksheet__1740130570987.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,733,Pressure testing and adjusting on a LSPC hydraulic system Workorder 2,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002209 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002209 Skill definition__1740130838035.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002209 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002209 Participant worksheet__1740130570987.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
2017-03-28,2017-03-28,734,Pressure testing and adjusting on a LSPC hydraulic system Workorder 3,711,Hydraulics Level 1 Skill Assessment,356,"{
  ""name"": """",
  ""field_skill"": {
    ""learner_url"": [
      {
        ""file_name"": ""50002209 Skill definition.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002209 Skill definition__1740130838035.pdf"",
        ""file_category"": ""learner_document""
      }
    ],
    ""trainer_url"": [
      {
        ""file_name"": ""50002209 Participant worksheet.pdf"",
        ""file_type"": ""pdf"",
        ""file_url"": ""skill_files/50002209 Participant worksheet__1740130570987.pdf"",
        ""file_category"": ""trainer_document""
      }
    ]
  }
}"
